too much small amount | Restaurant: Mahi's Kitchen | Cuisine: Curry | City: Dhaka
spaghetti meatballs are the worst it was bland and dry i tried their chicken manchurian before which was good  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
joss | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
good taste good quantity including chicken | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
portion of rice could be increased a little | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
their spaghetti and meatball is the worst thing i ve ever tasted  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
ordered chicken manchurian with rice taste was average the smell of black peppers was very strong in rice quantity of chicken was less there was too much gravy  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
worst taste  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the noodles were really not good at all their rice is okay but the noodles were really bad  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
poor ordered spaghetti and meatballs it was garbage  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
too much spicy and too much saucy  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
box is smaller now from what it used to be  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
order regularly but today the portion of meat was remarkably less this should not happen as i was entertaining some guests  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
taste was good but the quantity wasn t worth it  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
worst | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
it was good before used to order a lot they ve totally ruined it feels so cheap and like street food this was my last order  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the beef wasn t looked like beef  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
very very unhealthy spicy | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the rice was undercooked and hard  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
good food it was fresh and super tasty | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
love it | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
good  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
first time food was good but second time they didn t give tasty food food was not tasty like first time very bad deeds  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
too much oil | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
taste was not bad but the quality is very very low reduce the price please  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
food was very good and tasteful | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the fried rice meals were much better than their noodles meals  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
excellent | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
think their curries are frozen beyond expriy dates out of times i ordered from them got a semi cold rotten meat curry with horrible smell order ar your own risk  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
black pepper and garlic chicken was amazing | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
the food was just awful the meatballs did not taste like meat at all and the spaghetti was too spicy did not enjoy the food at all  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
perfect taste was great  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
ordered and paid for black pepper garlic beef with hakka noodles but instead i received chicken disappointing  | Restaurant: Whatta Bowl - Gulshan | Cuisine: Rice Dishes | City: Dhaka
at first order their food packaging was good but now quality is low however food quality is good  | Restaurant: The Magnolia Restaurant | Cuisine: Snacks | City: Sylhet
food packaging are not good  | Restaurant: The Magnolia Restaurant | Cuisine: Snacks | City: Sylhet
delicious and well food | Restaurant: The Magnolia Restaurant | Cuisine: Snacks | City: Sylhet
ordered fried rice and it was very salty and bad this was my first and the last time i order from this restaurant | Restaurant: The Magnolia Restaurant | Cuisine: Snacks | City: Sylhet
fully satisfied | Restaurant: The Magnolia Restaurant | Cuisine: Snacks | City: Sylhet
plz add some sos or ketchup without sos it was pitiful | Restaurant: The Magnolia Restaurant | Cuisine: Snacks | City: Sylhet
again packing is not up to the mark and grissini is taste horrible | Restaurant: King's Confectionery - Sylhet | Cuisine: Cakes | City: Sylhet
the puffs were served cold could ve microwaved and sent the filling was too little compared to the price i didn t just pay taka for the flour chunks the vegetable puff is better  | Restaurant: King's Confectionery - Sylhet | Cuisine: Cakes | City: Sylhet
bought puff pastry from kings confectionery sylhet but it was stone cold to eat kings confectionery didn t have any lamination packing or delivery boxes which is very poor  | Restaurant: King's Confectionery - Sylhet | Cuisine: Cakes | City: Sylhet
best donut | Restaurant: King's Confectionery - Sylhet | Cuisine: Cakes | City: Sylhet
ordered their macron set happy face custard bun and chocolate bomb only the and coffee macrons were good the rest of the food was terrible the custard bun tasted bland happy face was so hard | Restaurant: King's Confectionery - Sylhet | Cuisine: Cakes | City: Sylhet
valo clo | Restaurant: King's Confectionery - Sylhet | Cuisine: Cakes | City: Sylhet
i have ordered two full rice one beef one egg one shrimp bharta unfortunately i was not given egg and shrimp bharta is it a waste to use any restaurant  | Restaurant: Radhunir Ranna | Cuisine: Curry | City: Dhaka
i like the chicken begun bhaji but i would love to have some more vegetable items in the menu  | Restaurant: Radhunir Ranna | Cuisine: Curry | City: Dhaka
ordered chicken begun bhaji and chicken shami kabab it was tasty and felt like real home made i didn t order cingri bhorta this time because it had too much hot flavor last time i ordered  | Restaurant: Radhunir Ranna | Cuisine: Curry | City: Dhaka
they provided piece begun vaji instead of and also after cooking the chicken was kept in their freeze for few days it was not fresh definitely cooked a few days ago they just microwaved that foo | Restaurant: Radhunir Ranna | Cuisine: Curry | City: Dhaka
poor taste and quality | Restaurant: Radhunir Ranna | Cuisine: Curry | City: Dhaka
faltu | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
faltu | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
brother i am surprised i ordered a large chicken and i was cut the chicken in half what kind of thing is this thief thief thief  | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
total nonsense | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
small quantity and food not as described  | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
baje | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
the wedges was extremely spicy like out of limit | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
offline service better online service very poor | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
average | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
 poor | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
quantity was very poor | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
purai putkichoda marka food no one forgets to order whoever orders i wrote you will kill your own putki the restaurant owner is a beast i said again no one orders after seeing my writing | Restaurant: American Fried Chicken (AFC) | Cuisine: Beverage | City: Dhaka
very much bad their samosa was very little but price is high  | Restaurant: Food Dining | Cuisine: Kebab | City: Dhaka
worst food ever | Restaurant: Dragon Palace | Cuisine: Soups | City: Dhaka
i ordered chicken prawn chowmein bt they delivered veg chowmein | Restaurant: Royal Pizza & Restaurant | Cuisine: Rice Dishes | City: Dhaka
everything is delicious but the quantity of meat pieces in the pizza is very less | Restaurant: Royal Pizza & Restaurant | Cuisine: Rice Dishes | City: Dhaka
this food is actually awesome ami dosh e choddo dibo  | Restaurant: Royal Pizza & Restaurant | Cuisine: Rice Dishes | City: Dhaka
alhamdulillah onk valo cilo pizza ta so yummy amra sobai mila khaice vaia thank you ato sondor service dear jonno thank you  | Restaurant: Royal Pizza & Restaurant | Cuisine: Rice Dishes | City: Dhaka
food was good | Restaurant: Royal Pizza & Restaurant | Cuisine: Rice Dishes | City: Dhaka
pizza onk valo elakar best pizza dam o kom sobai inch dey ar ekhany same dam e inch pawa jay keep it up  | Restaurant: Royal Pizza & Restaurant | Cuisine: Rice Dishes | City: Dhaka
set menu and chilo kintu apnara amk set menu diye price rakhchen r khabar quality khub baje chilo ami normally review dey na kintu ajker kaj ta amr khub baje lagche  | Restaurant: Royal Pizza & Restaurant | Cuisine: Rice Dishes | City: Dhaka
best taste onk valo alhamdulillah must try there pizza | Restaurant: Royal Pizza & Restaurant | Cuisine: Rice Dishes | City: Dhaka
it was normal good or bad  | Restaurant: Diamond Hotel | Cuisine: Snacks | City: Dhaka
bicchiri pocha khabar diyeche  | Restaurant: Diamond Hotel | Cuisine: Snacks | City: Dhaka
worst food | Restaurant: Diamond Hotel | Cuisine: Snacks | City: Dhaka
they provided rotten food  | Restaurant: Diamond Hotel | Cuisine: Snacks | City: Dhaka
i had ordered paratha but they didn t give me that | Restaurant: Diamond Hotel | Cuisine: Snacks | City: Dhaka
absolutely crappy food the curries were spoiled the rice was the same i could not eat had to throw away how to sell such food in food panda  | Restaurant: Diamond Hotel | Cuisine: Snacks | City: Dhaka
lousy | Restaurant: Diamond Hotel | Cuisine: Snacks | City: Dhaka
 ta items er modhey akta item alu murgi deya hoy ni ar tar poriman khub kom chilo prochondo jhal chilo khawai jachhilo na ashob er jonno amar voucher joruri submit korben karon full pay korechi | Restaurant: Mim's Kitchen | Cuisine: Curry | City: Dhaka
the test was good but seriously disappointing about the quantity of rice and meat it was so less regarding the price you should focus on that  | Restaurant: Mim's Kitchen | Cuisine: Curry | City: Dhaka
one alu bhorta was missing the quantity of the food was very less  | Restaurant: Mim's Kitchen | Cuisine: Curry | City: Dhaka
set menu te dal paini  | Restaurant: Mim's Kitchen | Cuisine: Curry | City: Dhaka
food is good compared to the price  | Restaurant: Mim's Kitchen | Cuisine: Curry | City: Dhaka
shobje ta aktu kom selo butit was really testy bagun komon vegetable na dewai valo | Restaurant: Mim's Kitchen | Cuisine: Curry | City: Dhaka
the packing is worst | Restaurant: Mim's Kitchen | Cuisine: Curry | City: Dhaka
the tehari is good so i ordered it again thanks mim s kitchen | Restaurant: Mim's Kitchen | Cuisine: Curry | City: Dhaka
very good | Restaurant: Mim's Kitchen | Cuisine: Curry | City: Dhaka
poor packaging small quantity and taste is below average not gonna order from here ever  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
the food was average but their packaging was not satisfactory they delivered it only with a foil paper wrapping in a bag even their name wasn t mentioned anywhere and the bag was named bhuter bari  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
ordered naga meat box i m sorry the taste was so bad quantity is less sauce is less won t order from here ever | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
bad packaging of the drinks | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
very bad food they don t even know what a meatbox looks like let alone how it should be served never ordering again  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
they took too long to prepare the meal should improve the service  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
messed up the orders doesnt seem to care if you contact them after an incident | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
poor packeging | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
horrible horrible they are scammers i paid tk for burgers and one fries and all they gave me was one burger and two honey mustard sauces and the burger wasn t even packaged  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
amount was so poor based on the price | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
quality was below expectations not ordering again | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
meat box was amazing the mushroom chicken burger was also tasty  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
food is so yummy but quantity r aktu baray dile valo lagto meatbox a  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
ato kom disen kn ager bar beshi chilo ato taka nitesen abr kom ditesen eishob to thik na bhalo moto service den | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
worst there is | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
the food does not match the picture and there is nothing like the price it takes just topped with french fries and the amount is less  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
they provided the food without any box  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
the taste was good amout of food could have been more | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
vai khabar to din age order diye boshe achi ami to bashr bayre bashay giye kheye abr feedback dibo ne | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
naga meatbox order korechi nagar n o naai otirikto mayonnaise diyeche ekdom e tasteless wasted my money on them this is the last time i m ordering here  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
good | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
diden t get e straw with milkshake | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
not bad | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
it was really bad experience i ordered naga meat box but there was less meat than fries fries wasnt crispy bad experience not reccomending anyone  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
didn t provide any cutlery with the meatbox also the lemon mint came without straw disappointing  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
worst meatbox ever never gonna recommend it two third of the box is french fry and also no cutlery supplied total loss project | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
meat box baki potato box worst ever meatbox in both quantity and quality | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
doubt they ever see meatbox i ordered a special meat box of rupees they gave me less with burnt sausage and it would be a sin to say fried potatoes french fries of the world not even rupees food was given  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
stake platter taste was good smootheie was average comparing to the price  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
this was the worst burger i ever had in my life completely looked and tasted worse than street burgers the beef patty looked and tasted nothing like food the worst part was the packaging hate it  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
the portion is so small compared to the price very disappointed  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
this restaurant was facing a kitchen issue yet accepted my order which caused h delay burger was very dry also overpriced | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
no sauce burnt sausages absolutely disgusting | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
the portion size was small and the coleslaw tasted stale | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
used to order from them all the time today they delivered cold hard bun form which my teeth is hurting the burger looked small nothing like before | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
it was worst bitterly cooked the food was awfully burnt | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
totally disappointed with their work they really put nothing on the meat box  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
good amount of chicken which tasted good but like keema it s not fried sausages were moderate in amount it s ok the french fries were thin cut and freshly fried with no extra bhija oil  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
satisfied | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
meat ekdom na bollei chole c taste motamuti bhalo | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
thanks great meal | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
average | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
french fries and just a few sausages slides  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
quantity is less | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
ordered tdc special meatbox salty tastes below average not even worth the money  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
garlic mashroom was too salty sausage meat box was okay | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
very disappointed i ordered from lalmatia branch for the first time after having a pleasant dining experience in mirpur mushrooms are corrosive to salt difficult to put in the mouth one of the ingredients in the burger was spoiled meat box is actually a fry box  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
meat box had all potatoes instead of meat it is not desirable these need to be changed or disrepute will happen very quickly  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
according to price food quantity is too low can t justify that in future i will not order from them | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
poor packaging | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
unskillful people don t know that if they send food they have to give spoon too  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
it was really bad | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
naga chaga | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
you serve burnt bitter food i didn t expect this from you you were one of my fav so disappointed i paid just to get a inch burnt bun and burnt patty | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
the restaurant is a fake and duplicate not the original brand food taste is a bad not hot packaging bad and blah blah more | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
meat box was full of fries and a very little amount of chickens taste was also bad naga wings was average lemon mint was bad and they packed it really poorly half off the drink was spilled  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
the packaging of chocolate shake was bad and the food quantity was less as well not satisfactory | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
excellent | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
are you kidding i never received this order | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
the food quantity was very little extremely disappointed on food quality and even being very little food in the meatbox it was full of fries and the food was not hot value for money is shit  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
didn t get the cutlery burger thik chilo but meat box ta khub baje kore felsen meatbox e sausage gune gune deya it was more like a fries box than a meatbox quantity o onek kom diyechen ebar colesl | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
worsr | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
worst fries ever they were overlybaked  | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
too bad never again | Restaurant: Tour De Cyclist - Lalmatia | Cuisine: Beverage | City: Dhaka
meena sweets received the order for bjugia but couldn t deliver it due to no stock they should be careful about it  | Restaurant: Meena Sweets - Mogbazar | Cuisine: Dessert | City: Dhaka
they cancelled my order | Restaurant: Meena Sweets - Mogbazar | Cuisine: Dessert | City: Dhaka
good | Restaurant: Meena Sweets - Mogbazar | Cuisine: Dessert | City: Dhaka
sweets are good and delicious but packiging could be more better | Restaurant: Meena Sweets - Mogbazar | Cuisine: Dessert | City: Dhaka
good | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
the steamed pitas were all spoiled by the paper coating foil paper should be used instead of paper sorry i can t rate as i had to throw away all the pies thank you | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
 quality of pitha was extremely poor packaging was not appropriate all the pitha got stuck with the paper bag almuniam foil would have been a better option  | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
good | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
the steamed pita was fragrant with coconut  | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
 the taste of the pitha was so bad that i can t express | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
bhapa pitha y khejur er gur er kono gondho o nai taste o nai plus thik moto cooked o hoy nai kacha chilo chitoi pitha roadside dokan theke shekha uchit kon chal diye banate hoy etc  | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
vapa pitha soho ordar korechilam bill tao payment korechi but vapa pitha painai shudhu chitoi pitha send koreche | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
it was good to eat pita with bharta i really liked the egg over all was good  | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
ekhaner pitha gulo khub valo sathe chutney ta o osthir ekdom e natural taste chutney tar it was great rate onujayi khub e valo pitha if you re searching for better pitha then i suggest  | Restaurant: Dhanmondi Pitha Ghor | Cuisine: Bangladeshi | City: Dhaka
i ordered two sub sandwiches and i got one  | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
delicious | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
khabar tok tok hoye gese | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
fast food from tasty treat is always great once u have it u won t be able to get over the taste  | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
rice is in need of more improvement | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
very execlient | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
not so well | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
sama is the whole omike | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
the food was not fresh i have ordered two pastries and both of them seem to me two days older i am very disappointed  | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
valo chilo na din age mone hoise khabar | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
very much poor i have never taken such food from tasty treat | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
the order was not fresh  | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
nice behavior of the rider  | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
packaging is very bad momo is totally soiled with sauce | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
 portions of pudding had bad smell and taste totally changed | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
food was soiled with sauce | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
the burger was so bad it looked like it had been thrown away the burger was pretty much eaten but the burger bun smelled stale and was hard  | Restaurant: Tasty Treat - Mugda | Cuisine: Cakes | City: Dhaka
the mogla was very bad and the alur dum seemed to take away from the curry all in all the food is very bad waste of money | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
vhaia khabar na thakle proyojone khabar dien na poca basi khabar dear kono mane nai vhai  | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
nice | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
very bad ewww taka tai jole | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
amar khabarta akdom nosto akti khabar silo are kokhonoi ami ar order korbona | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
order krsi akta dilo arekta ar jhol o nai purai bad | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
quality onk kom chilo | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
the portion was full the fries were small and the quality was not good and instead of egg curry they gave me egg omelette again trying to explain to me that it meant egg omelette  | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
price basi poriman onak basi kom | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
gave stale chicken roast | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
porota ruti gula valo chilo vaji ta ektuo tasty na salt oil kichui e thik moto nai purai shidhho favor delivery was good | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
ordered bhona khichuri and got poached eggs and the food was so bad  | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
no one cares about the rooster courage  | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
 no one will order here by mistake i have never eaten such bad food in my life | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
packing so poor | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
it s too good | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
kalke order nice bkash payment but khabar hate pai ni taka ta ki mar jabe | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
valona restora | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
the amount is very bad salara madar chud can the price of two throats be so much  | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
khabar akdom baje ki j bolbo bolar vasa nai | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
foodpander nice apps | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
very bad taste waste of money | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
 ato faltoh khaber ame jivona o dakhi nai khavo toh dorar kotha sob fala dita hoi kaw joi review daka o order den ata ter beethotah akdom faltoh sob dik diya | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
 vai ata akdom thik nah rice tah dekhalan ak rokom are dilan ato baja machi cilo khaver tah poro nosto hua galo ja karona chicken tah o fala dita hoilo first time foodpanda tah ascilam but | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
eggs should be laid at o clock but gave o clock shala fraud | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
porotha was good but bhaji and halwa was too bad waste of money | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
 the rest is history | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
 polao is pretty good | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
it was very bad i wanted to bring the parcel i saw that it was night and i did not come i paid taka for rice and rice khichuri i have never eaten such bad khichuri in my life if you call the consumer department these hotels will learn  | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
the rice was very sticky the roast only provided the drumstick the quantity of chicken biryani was very less it is indecent to steal hundred taka from such a small amount of food  | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
faltu khabar akebarei baje khub kom khabar deoya hoy price onujayi | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
they provide wrong food items avoid them strictly  | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
it was very little food money waste | Restaurant: Rongdhonu Restora | Cuisine: Snacks | City: Narayanganj
